"","x","y"
"1",0,14.7745661807712
"2",0.517040799328422,16.3701881911561
"3",0.98308557291874,15.547362711942
"4",1.60255653691289,16.8680056138697
"5",2.2592413214952,17.7933671193758
"6",2.77117849061154,17.4075902724644
"7",3.11586582237641,16.250298883779
"8",4.15187287905593,18.4784684227392
"9",4.78513314308468,18.5396256185202
"10",5.50170286395713,18.8370459450962
"11",6.40618161024418,19.6108030604794
"12",6.7277657441502,18.5857569995149
"13",7.41802898003164,18.6325966209301
"14",8.50194074845897,19.5367227743915
"15",9.26791435988219,19.5828591658658
"16",9.26894455665254,18.08532648955
"17",10.6419839070044,19.2424048082232
"18",11.6093921031928,19.5107128875547
"19",12.5892604448028,19.7134545587512
"20",12.8339454592832,18.7632669361784
"21",13.6758538803409,18.698757438433
"22",14.9688567098641,19.1661916646509
"23",15.5039309026851,18.6090595689191
"24",16.9333094614271,19.0670555966244
"25",16.8852907139987,17.845031996166
"26",17.8943275111226,17.7536340993169
"27",20.3372749226174,18.9414858420044
"28",21.3541380217227,18.6650421883032
"29",21.3034771467226,17.4657305720839
"30",22.1977685227406,17.0561571675012
"31",23.1975721896514,16.6867378542957
"32",23.3472096732154,15.7002683864816
"33",24.7933691485934,15.5592152545403
"34",25.3148638113508,14.7937055560869
"35",27.1137593625862,14.7169519364499
"36",26.8761812784332,13.5075660345836
"37",29.6749918663382,13.7585424640636
"38",30.5371690185116,13.0033698881849
"39",29.1412643715924,11.336096020895
"40",31.0202832113464,10.9527199723828
"41",30.9667997832763,9.8459705701596
"42",33.0145597884356,9.36032026203953
"43",34.0316237747653,8.49771905135535
"44",33.0613166141118,7.15478736138575
"45",32.9407752864271,6.04695816536648
"46",34.4871349746531,5.21135744510775
"47",35.3812841484047,4.20889188176189
"48",35.9600138851084,3.1302040980276
"49",37.7876807943205,2.09005331079254
"50",36.4316062399668,0.862874358400498
"51",36.6428299551483,-0.289244312304896
"52",37.7019850296696,-1.48876653654493
"53",38.6903449384775,-2.75323560124864
"54",38.6726927306312,-3.98237971511605
"55",39.1258885565246,-5.28199108994748
"56",38.808441519929,-6.49255636647216
"57",40.140885707268,-8.02570002033892
"58",40.7739486085256,-9.50008197685689
"59",40.0599388926044,-10.6775624781724
"60",40.6417667182022,-12.219150593077
"61",38.6648655654294,-12.9691424168985
"62",38.5956918516661,-14.3166298980818
"63",39.2341482228962,-15.9798580819662
"64",40.9950933867733,-18.2263483857759
"65",39.7126094798678,-19.1797815471789
"66",39.0400979064567,-20.3992075534936
"67",39.4783071396099,-22.2421458645024
"68",38.2145637398134,-23.1490598782268
"69",37.7872486092506,-24.5534639859886
"70",38.8853527607252,-27.0503090082584
"71",36.7498398070361,-27.3258596635341
"72",37.0986190053632,-29.4485300140993
"73",36.7025623656031,-31.0723940784694
"74",36.7401506689507,-33.1510630535385
"75",34.3567947198778,-33.0268977582178
"76",33.7508749841269,-34.5597220906159
"77",33.3299170729814,-36.3572141783755
"78",31.6222121073749,-36.7596480865976
"79",32.3780156537673,-40.1344369644833
"80",29.964234054104,-39.6407719511695
"81",29.3895058000376,-41.5445891449114
"82",27.7659072442621,-42.0017148098848
"83",27.425815340532,-44.4785688477707
"84",26.24353775163,-45.7326085946194
"85",24.5928995006957,-46.1743302676599
"86",23.8042911960355,-48.3103761961954
"87",22.4438400571864,-49.4264617717964
"88",20.6375334422585,-49.5466414042345
"89",19.6621707604934,-51.7500916157521
"90",17.8909537207732,-51.9739100047935
"91",16.1275826745524,-52.1451300373138
"92",14.8691270798017,-54.0672159918527
"93",13.0869942291531,-54.2283161823878
"94",11.9339010405261,-57.330305943783
"95",10.0204207230529,-57.1215407283879
"96",8.16005647680345,-57.045002177504
"97",6.42431304345071,-57.8973817055955
"98",4.63832231429604,-58.6395772248765
"99",2.7940184496913,-58.950342935347
"100",0.926733603729077,-58.6978282866348
"101",-0.949531279898006,-60.1417967320572
"102",-2.92272962715556,-61.6659900177668
"103",-4.85537485626787,-61.3836446773656
"104",-6.68031107187349,-60.2044946166925
"105",-8.63713962033157,-60.3801762708176
"106",-10.8783093163278,-62.0119459893597
"107",-13.0468883284796,-62.677082451585
"108",-14.837653118829,-61.4824864016557
"109",-17.3012049194046,-62.9107531515719
"110",-18.7261920812324,-60.5471843415419
"111",-21.1829626027385,-61.5373226677853
"112",-23.2673696981962,-61.2388392007337
"113",-25.045495781795,-60.1292883068521
"114",-27.8615022439276,-61.3573912510291
"115",-29.8072020687854,-60.4931746734329
"116",-32.1216651879334,-60.3099434083757
"117",-33.0087790093185,-57.5218777630577
"118",-35.4381807071783,-57.4728423149004
"119",-37.9306867734148,-57.3780598769834
"120",-39.9922808719021,-56.5325218156255
"121",-40.9038668766099,-54.1132089626903
"122",-44.132503246286,-54.704809231162
"123",-45.3129085391096,-52.6745746319684
"124",-48.7405307772264,-53.1675465244958
"125",-48.8296334980985,-49.9998463528595
"126",-50.6110703471816,-48.6519961893664
"127",-54.4097316933087,-49.0945304591617
"128",-56.2169044737721,-47.5932386485849
"129",-56.2250848322503,-44.6309362078528
"130",-58.737178606542,-43.6748543139773
"131",-59.60317780011,-41.4625112773973
"132",-63.4544385322304,-41.2315352028786
"133",-63.3051749403603,-38.3480836069118
"134",-64.8011757818587,-36.5090934328651
"135",-67.3255923147839,-35.1789264100188
"136",-67.4720101943305,-32.5865873088075
"137",-68.8115474284144,-30.5934962645865
"138",-71.2401333772454,-29.0157241248423
"139",-72.043555926208,-26.723732034687
"140",-74.1360671481027,-24.8670517538837
"141",-75.1352359460293,-22.5897847708408
"142",-74.8238230835259,-19.9435163386523
"143",-78.5024176297196,-18.2905857370864
"144",-76.7457084957966,-15.3444056697562
"145",-77.6226729125557,-12.9860813643392
"146",-79.4041233023204,-10.7195488016082
"147",-81.6720322571294,-8.4103025051441
"148",-81.0995624799789,-5.77110912349374
"149",-81.4081519703229,-3.21462470371267
"150",-83.2347953730436,-0.657023247849162
"151",-84.0494541921958,1.99069232309721
"152",-82.4165631789686,4.5584965024431
"153",-84.7095183278012,7.37369240898522
"154",-82.2768167381855,9.78749738347677
"155",-82.6801917598198,12.4938193099297
"156",-83.627297048793,15.3515138104564
"157",-83.5424222761689,18.0793848598865
"158",-84.1719291003134,21.0177865810635
"159",-83.1740585501094,23.5815903804768
"160",-82.2867139854789,26.1632642018666
"161",-83.0827484046967,29.3350667243337
"162",-83.1084837250329,32.3296113594979
"163",-82.367264316218,35.0737163596405
"164",-80.7204033464916,37.4252873315477
"165",-78.6955495836496,39.5512041542148
"166",-78.1231830345208,42.4041208917722
"167",-76.8067662234646,44.8849613686508
"168",-77.1865031702477,48.4388148449472
"169",-75.1034183316264,50.5047001784321
"170",-74.8694032715573,53.8558990348724
"171",-72.558129317382,55.7516786495597
"172",-71.8130791843433,58.8762052291744
"173",-69.1551403697994,60.4465331837451
"174",-67.5233917488493,62.8891222487513
"175",-67.133194334404,66.6053623636049
"176",-64.1591138066674,67.8058470012865
"177",-62.0630473752138,69.8835379755354
"178",-61.556409906106,73.8849331812453
"179",-59.2900501760973,75.9152477378591
"180",-56.4237899060772,77.1472677642078
"181",-54.329728145482,79.4302262696869
"182",-52.9198841132837,82.8669591272357
"183",-50.1202111075569,84.2318908768904
"184",-48.0211404907861,86.8298836712273
"185",-44.4312310489891,86.6930765355445
"186",-42.6712025699981,90.1631281773117
"187",-40.0827213488865,92.1066187362362
"188",-37.3715151439634,93.8697285579326
"189",-34.4013648287224,95.0353254665907
"190",-30.7695910208908,94.1928322477242
"191",-28.5244564956957,97.6636708406042
"192",-25.4125969233779,98.4591272313206
"193",-22.2060865120322,98.8311733904783
"194",-19.4298278315429,101.333153454641
"195",-16.0816059894582,101.019118377294
"196",-13.1711749318394,103.733739608053
"197",-9.74417994107815,102.564170537963
"198",-6.49384071431428,102.699195024567
"199",-3.32108009567869,105.149741054825
"200",-2.59452774485856e-14,105.933132584207
"201",1.78308896499102e-15,-14.5605072146282
"202",-0.444604169310191,-14.0767497103403
"203",-1.02874537885776,-16.2694662437671
"204",-1.5324062642684,-16.1296259277081
"205",-2.09079282414378,-16.4666978850784
"206",-2.93007727643323,-18.4057377998602
"207",-3.61646352175617,-18.8610859648636
"208",-3.94166324885577,-17.5429022031172
"209",-4.57443617742219,-17.7232966375835
"210",-5.70155546276068,-19.521312740123
"211",-5.86305575767283,-17.9481692514723
"212",-7.12291993371035,-19.6773883112756
"213",-7.68238188492314,-19.2965979419917
"214",-8.25543800624925,-18.9702808430535
"215",-9.70832954848327,-20.513444870263
"216",-9.56865473476067,-18.6701132891901
"217",-11.2939414457205,-20.4212480565663
"218",-11.6534344437607,-19.5847303256839
"219",-12.8440589668906,-20.112442180688
"220",-13.3693828485162,-19.5460780127615
"221",-13.4697402965543,-18.4169419158547
"222",-14.8872131752337,-19.061654914568
"223",-15.0520355365883,-18.0666585585304
"224",-16.3930528262132,-18.4587218669696
"225",-18.2322377150542,-19.2685379776797
"226",-18.5309451482485,-18.3852463565353
"227",-19.3642337437527,-18.0352264840874
"228",-20.3346421732427,-17.7739299831034
"229",-21.7908797662674,-17.865329321831
"230",-22.5663843596658,-17.3393914774088
"231",-22.144112647735,-15.9289515190556
"232",-22.8777928176011,-15.3846002307817
"233",-24.6035576493536,-15.4400980036029
"234",-27.01943453813,-15.7898364307942
"235",-25.7474063951752,-13.975315534035
"236",-26.9930391470776,-13.5662970485258
"237",-28.3118848573044,-13.1265501874919
"238",-28.0437389425952,-11.9416148332939
"239",-30.7948278340134,-11.9793403890056
"240",-29.4221154515571,-10.3884348618117
"241",-30.3313679760802,-9.64393345567627
"242",-31.5768461860789,-8.95269829617393
"243",-33.3276026320386,-8.32192450459201
"244",-32.4680157372327,-7.0263913369642
"245",-35.4691375533019,-6.51109116532604
"246",-35.7546614622313,-5.40289361077552
"247",-36.2259912915534,-4.30937667542717
"248",-34.995835469093,-3.04627545332007
"249",-38.0352209629148,-2.10374486682483
"250",-36.5513397967722,-0.865710220627575
"251",-36.8435251868976,0.290828522759202
"252",-39.3661008828313,1.55447872631878
"253",-39.7803428562973,2.83080071671609
"254",-37.8651322677099,3.8992199406295
"255",-40.2951266718426,5.43983812000825
"256",-39.3761044058558,6.58752496453199
"257",-40.4186086397898,8.08122746837389
"258",-40.2689708672193,9.38242523517221
"259",-40.1074335410525,10.6902216856051
"260",-39.1767944640069,11.7786993520468
"261",-38.6411296292577,12.9611808028567
"262",-39.3995467872749,14.6148106807735
"263",-38.940764081333,15.8603642950986
"264",-39.2887747586549,17.4677220428668
