"","x","y"
"1",0,13.3091353625059
"2",-0.102831330980119,-1.61806931513744
"3",0.484337369052668,3.7951771270924
"4",0.958791024217214,4.97468021697052
"5",0.447961825475069,1.72648832312203
"6",1.00779149865577,3.06849669090569
"7",2.89515911846588,7.23175786423592
"8",4.50980021463549,9.47432875920189
"9",1.99560772905941,3.58673853901367
"10",5.31443562456687,8.26942324704875
"11",4.72392015361303,6.41589058308167
"12",5.28305108412358,6.29609510936301
"13",4.24686478340371,4.45398359874426
"14",3.05056349619629,2.81766866999416
"15",-2.99218161912737,-2.43089183181902
"16",11.2010380476063,7.9762230858031
"17",1.41823042922242,0.879963309172307
"18",9.50590663312633,5.09313927257176
"19",-2.49347733540006,-1.13873294364654
"20",-2.5314467524806,-0.96712576786016
"21",14.2863255713933,4.4422360390579
"22",1.18310658072947,0.287018550878287
"23",7.81875065805602,1.37865669644734
"24",4.43066470849596,0.494131509511298
"25",8.08283126686457,0.385032708419549
"26",8.65425064029634,-0.137325313132906
"27",13.112208100312,-1.04242057249978
"28",1.83486841118155,-0.26381424986495
"29",2.31445733805089,-0.484281887134986
"30",12.1480179093008,-3.35856720140024
"31",2.5392598133996,-0.878846366114256
"32",-3.2949487097502,1.38015010236025
"33",6.86509049208506,-3.4024315430802
"34",9.75612618576882,-5.63270207960159
"35",2.97288836543255,-1.97790312017675
"36",3.63846862470696,-2.76903431810591
"37",11.0161732342635,-9.54556844523816
"38",6.34210775322502,-6.2422698299997
"39",1.48114626794968,-1.65551436467216
"40",1.93650586911819,-2.46246752912962
"41",4.57215024393348,-6.6412266547189
"42",1.34975865534166,-2.25447052401176
"43",2.17656019076769,-4.22193775775446
"44",1.72793307705727,-3.94825029768154
"45",3.70523415122429,-10.1800471642808
"46",-0.781008965896609,2.65987226861217
"47",0.401690133866945,-1.77849200724071
"48",0.221699125289433,-1.385521542691
"49",0.954525945520107,-9.99624795124397
"50",0.00805474899924448,-0.253741510615546
"51",-0.474869580558546,-14.9593891414366
"52",-0.975779948570907,-10.2188299412354
"53",-0.759699755654402,-4.74778768775966
"54",-0.891576792578809,-3.94747609103078
"55",0.833554725971373,2.83882669315653
"56",-4.14935830351483,-11.4002682441335
"57",0.967524319155444,2.21075007582195
"58",-5.07674139699599,-9.84750446197063
"59",-6.90230610766496,-11.5287615351487
"60",-1.2627978457623,-1.834263150894
"61",0.298446186971185,0.379505198682275
"62",-4.62562905013095,-5.17018170577922
"63",-2.21700714176747,-2.18210685350018
"64",-1.87606016993272,-1.62561539099428
"65",0.243868999945238,0.185595012523962
"66",-6.26186145088944,-4.16610170965053
"67",-3.06470205369386,-1.76940655568614
"68",-10.4052046005783,-5.15695989528875
"69",-9.97490012376459,-4.17817108536741
"70",1.07587630186254,0.372364408435406
"71",0.815722225468619,0.225523038603241
"72",-7.63192132325246,-1.59691915686941
"73",-13.3228058728216,-1.91553029962051
"74",-2.19263752160474,-0.174314687737554
"75",1.46796238466734,0.0232935701218449
"76",-13.3199905594487,0.634509353455404
"77",-6.51485315044978,0.726571391263993
"78",-4.6026300478702,0.811567859659008
"79",-11.7232353721369,2.8440261282641
"80",-11.7611384534342,3.65704623187442
"81",-12.0962815656563,4.62132003605227
"82",-9.7049263888193,4.43209137605419
"83",-7.17790458900067,3.84582651270887
"84",-2.6310570358228,1.6324805956484
"85",-3.11256376772697,2.21644662527359
"86",-7.43548177336559,6.04069345021408
"87",-2.69842284224489,2.49241214302553
"88",-6.82547535595885,7.15835253523398
"89",-6.10699205835567,7.27802972548967
"90",0.232186337954891,-0.315348712671538
"91",0.380962702428086,-0.592789535948908
"92",-5.80966687799509,10.4418096736665
"93",-1.07044951690937,2.24883368678182
"94",-4.43736349294953,11.0839981581445
"95",-4.330413215223,13.1851267240197
"96",-1.09658343425727,4.22633891306793
"97",-2.38912522912305,12.3959587782823
"98",0.00941270957560842,-0.0737562335014214
"99",-0.52545643359287,8.2681506067694
"100",-3.30999366757982e-15,13.5145210428163
"101",0,104.092807997949
"102",6.375715043412,100.323012213074
"103",13.2890028464141,104.130143299127
"104",17.6613559814358,91.6358163422045
"105",23.2855285994202,89.7446856816159
